Title,URL,Name,Rating,Ratings_Count,Address,Phone,Services,Photo_URLs,Error
"Gurrayya Hair Styles  Kothapeta, East Godavari",https://www.justdial.com/East-Godavari/Gurrayya-Hair-Styles-Kothapeta/9999PX883-X883-230910145616-M3J8_BZDET,Gurrayya Hair Styles,3.6,3Ratings,"Maruthi Center,  159, Kothapeta, East Godavari-533223, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Ganesh Haristyles  Razole, East Godavari",https://www.justdial.com/East-Godavari/Ganesh-Haristyles-Razole/9999PX883-X883-230420001449-K6A6_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Shamma's Beauty Parlour  Gopalapuram, East Godavari",https://www.justdial.com/East-Godavari/Shammas-Beauty-Parlour-Gopalapuram/9999PX883-X883-240926050232-E5U4_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"R P Hair Style  Karavaka, East Godavari",https://www.justdial.com/East-Godavari/R-P-Hair-Style-Karavaka/9999PX883-X883-240505180834-C2R7_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-kxxsdta0j4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/v4/9999p8856.8856.191001200618.b5v4/catalogue/ramaneeyam-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-vwqb142g1i-250.jpg?w=1920&q=80,
"Evergreen Beauty Parlour Near By Hp Petrol Bunk Kothapeta, East Godavari",https://www.justdial.com/East-Godavari/Evergreen-Beauty-Parlour-Near-By-Hp-Petrol-Bunk-Kothapeta/9999PX883-X883-180429001013-J9H3_BZDET,Evergreen Beauty Parlour,4.5,101Ratings,"Shop Number -1, Main  Road, Kothapeta, East Godavari - 533223, Andhra Pradesh","07411831241, 07411831241","Hair Straightening, Ladies hair coloring, Ladies hair style",https://content.jdmagicbox.com/v2/comp/east-godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-awngq0gmx2-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-0fpeqz5fpw.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-k040n1cp77.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-rycozhk8sk-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-rycozhk8sk.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-t5zcbpiwb9.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-w9do8ji45t-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-w9do8ji45t.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east_godavari/h3/9999px883.x883.180429001013.j9h3/catalogue/evergreen-beauty-parlour-kothapeta-east-godavari-beauty-parlours-for-facial-yc3sxo5yuq.jpg?w=1920&q=80,
"Sri Maruthi Hair Style  Muramalla, East Godavari",https://www.justdial.com/East-Godavari/Sri-Maruthi-Hair-Style-Muramalla/9999PX883-X883-240720172920-Q9W8_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Prasad Saloon Satya Centre Kotha Ramalayam Opposite Kothapeta, East Godavari",https://www.justdial.com/East-Godavari/Prasad-Saloon-Satya-Centre-Kotha-Ramalayam-Opposite-Kothapeta/9999PX883-X883-230506113846-Y1R4_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-beauty-parlours-0kngocqkvx-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/c9/9999p8856.8856.090701142018.r2c9/catalogue/sobha-beauty-parlour-amalapuram-ho-amalapuram-beauty-parlours-at-home-p1r463pybj-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80,
"N Touch Hairstyle  Razole, East Godavari",https://www.justdial.com/East-Godavari/N-Touch-Hairstyle-Razole/9999PX883-X883-221225012648-W7Z7_BZDET,N Touch Hairstyle,4.3,14Ratings,"Ponnamanda Road, Razole, East Godavari-533242, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-0vazu50hts-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-0vazu50hts.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-5fzchb8zz8-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-5fzchb8zz8.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-g2gmqt5c8m.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-po1k92kwxc-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-po1k92kwxc.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-qd9xvw34gq.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/z7/9999px883.x883.221225012648.w7z7/catalogue/n-touch-hairstyle-razole-east-godavari-beauty-parlours-27mnnefkmy.jpg?w=1920&q=80,
"Murthy Hair Styles Gandhi Statue Center Razole, East Godavari",https://www.justdial.com/East-Godavari/Murthy-Hair-Styles-Gandhi-Statue-Center-Razole/9999PX883-X883-160521160102-B8L6_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Vijaya Beauty Parlor  Razole, East Godavari",https://www.justdial.com/East-Godavari/Vijaya-Beauty-Parlor-Razole/9999PX883-X883-230202001237-B3S7_BZDET,Vijaya Beauty Parlor,3.8,9Ratings,"National Highway 214,  Andhra Pradesh, Razole, East Godavari-533242, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/v2/comp/east-godavari/s7/9999px883.x883.230202001237.b3s7/catalogue/vijaya-beauty-parlor-razole-east-godavari-beauty-parlours-8xwfs96dt4-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/s7/9999px883.x883.230202001237.b3s7/catalogue/vijaya-beauty-parlor-razole-east-godavari-beauty-parlours-dte4oc3km8-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/s7/9999px883.x883.230202001237.b3s7/catalogue/vijaya-beauty-parlor-razole-east-godavari-beauty-parlours-izdy4rxioy-250.jpg?w=1920&q=80,
"Ramaneeyam Beauty Parlour  Razole, East Godavari",https://www.justdial.com/East-Godavari/Ramaneeyam-Beauty-Parlour-Razole/9999PX883-X883-240330052535-R1P6_BZDET,Ramaneeyam Beauty Parlour,4.3,3Ratings,"Mini Godavari Spot, Razole, East Godavari-533242, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Suresh Hair Styles Opposite Appalaraju Hotel Razole, East Godavari",https://www.justdial.com/East-Godavari/Suresh-Hair-Styles-Opposite-Appalaraju-Hotel-Razole/9999PX883-X883-160514114340-I2L1_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Mahesh Hair Styles Beside LIC Office Razole, East Godavari",https://www.justdial.com/East-Godavari/Mahesh-Hair-Styles-Beside-Lic-Office-Razole/9999PX883-X883-160518160211-M3T2_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/dmm4gggy6bu4t8t-gvxlodel3x-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/m8/9999p8856.8856.230715163242.c8m8/catalogue/vhxi2a7cahkmuif-5zy63tvx0q-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/h8hpe2ooa5epdm6-xsfguznu2j-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/comp/amalapuram/t4/9999p8856.8856.230908112524.r5t4/catalogue/txuvafardj91tzh-hiokm6m321-250.jpg?w=1920&q=80,
"Rvs Hair Styles  Atchanta, West Godavari",https://www.justdial.com/West-Godavari/Rvs-Hair-Styles-Atchanta/9999P8812-8812-240607003256-P3N9_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/46wh2r14j7tclkm-mseg38w2py-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/s8/9999p8856.8856.250419120346.e3s8/catalogue/ramani-beauty-parlour-muslim-street-amalapuram-beauty-parlours-g4cb1rf5lz-250.jpg?w=1920&q=80,
"Ramesh Saloon  Turpupalem, East Godavari",https://www.justdial.com/East-Godavari/Ramesh-Saloon-Turpupalem/9999PX883-X883-231215013859-S3Q3_BZDET,Ramesh Saloon,4.0,2Ratings,"Shop No.56/2, Satya Sai Complex, Main Road, Turpupalem, East Godavari-533244, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Tiru'S The Salon  Gudapalli, East Godavari",https://www.justdial.com/East-Godavari/TiruS-The-Salon-Gudapalli/9999PX883-X883-250206112141-C3F4_BZDET,,,,,,Not listed,,
"Prasad Hair Styles Near Lutharan Church Razole Village Razole, East Godavari",https://www.justdial.com/East-Godavari/Prasad-Hair-Styles-Near-Lutharan-Church-Razole-Village-Razole/9999PX883-X883-231005230000-C7A5_BZDET,Prasad Hair Styles,4.0,2Ratings,"Mandal, Near Lutharan Church Razole Village, Shop No.13/1 Main Road,  Shop No.13/1 Main Roadrazole Ponnamanda Road, Razole, East Godavari-533242, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"New Abhi Teja Hair Styles Near Zph High School Sivakodu, East Godavari",https://www.justdial.com/East-Godavari/New-Abhi-Teja-Hair-Styles-Near-Zph-High-School-Sivakodu/9999PX883-X883-231018005941-X1P8_BZDET,New Abhi Teja Hair Styles,4.0,2Ratings,"Shop No.1,  Razole Mandal,  2/8, Near Zph High School, Main Road, Sivakodu, East Godavari-533244, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",,
"Nani Hairstyles  Devarapalli Kothapeta, East Godavari",https://www.justdial.com/East-Godavari/Nani-Hairstyles-Devarapalli-Kothapeta/9999PX883-X883-230623112005-B5J1_BZDET,Nani Hairstyles,3.9,4Ratings,"Devarapalli, Devarapalli Kothapeta, East Godavari-533229, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/v2/comp/east-godavari/j1/9999px883.x883.230623112005.b5j1/catalogue/nani-hairstyles-devarapalli-kothapeta-east-godavari-salons-6bu27n1ptf.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/east-godavari/j1/9999px883.x883.230623112005.b5j1/catalogue/nani-hairstyles-devarapalli-kothapeta-east-godavari-salons-ed1i9vqmiu.jpg?w=1920&q=80,
"Naresh Hair Styles  Razole, East Godavari",https://www.justdial.com/East-Godavari/Naresh-Hair-Styles-Razole/9999PE883-E883-110331114330-Z2C7_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
"Yashashu Beauty Parlour  Sidhantam, West Godavari",https://www.justdial.com/West-Godavari/Yashashu-Beauty-Parlour-Sidhantam/9999P8812-8812-230904163100-D5W4_BZDET,Yashashu Beauty Parlour,4.5,4Ratings,"878,  Societystreet,  Tanespalem, Sidhantam, West Godavari-534326, Andhra Pradesh",,"Hair Colour, Hair Cut, Hair Styling",https://content.jdmagicbox.com/v2/comp/west-godavari/w4/9999p8812.8812.230904163100.d5w4/catalogue/yashashu-beauty-parlour-sidhantam-west-godavari-beauty-parlours-snvb31s8wz.jpg?w=1920&q=80,
AK Saloon,https://www.justdial.com/Amalapuram/Ak-Saloon-Near-Mumidivaramgate-Amalapuram-Rural/9999P8856-8856-240831115517-T4V5_BZDET,,,,,,"Change of Nail Colour (Member), Change of Nail Colour (Regular), French Nail Polish (Finger, Toe) (Regular)",https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/0oi6fv4wcz94uh1-2n63yhzdjo-250.jpg?w=1920&q=80; https://content.jdmagicbox.com/v2/comp/amalapuram/j1/9999p8856.8856.250211103826.g5j1/catalogue/pnjbpqzn0bg7tgz-mv2yac2998-250.jpg?w=1920&q=80,
